doc_id,topic,probability,preprocess_disc
8,0,0.9996339082717896,sr_presidente deputado_arthur_liro momento deliberar sobre pec 24 autoria deputada_luisa_canziani apensar pec 32 belíssimo relatoria querido relator pec várias alteração constituição alteração teto gasto deputados_e_deputadas votei favor pec teto_de_gasto emenda_constitucional 95 importante momento vínhamos 2016 2 ano seguir recessão 2015 recessão 302 pib 2016 recessão emenda_constitucional teto gasto estancar recessão brasil voltar crescer hoje alterar regra teto gasto acabar possivelmente ano vir vir novo ancoragem fiscal atualizar pouco diferente usar lá 2016 trazer bom resultado necessidade aperfeiçoamento vegir ano arrecadação governo_federal excesso 300 milhão real excesso arrecadação 300 milhão real superávit fiscal primário torno 40 bilhão real então conta todo favorecer número favorecer mudança algum chamar pec gastançar prefiro chamar pec poupança futuro quê parter recurso possibilitar abrir orçamento_de_2023 proposta emenda constituição utilizar social principalmente defesa primeiro infância sei frente_parlamentar defesa primeiro infância saber posição defender primeiro infância agora pec cada criança pequeno 6 ano faixa justamente primeiro infância receber 150 real mês somente solucionar problema desigualdade social ajudar diminuir desigualdade social poupança futuro 15 ano 20 ano gastar menos social pois sociedade igual sociedade olhar vizinho metrô ônibus certeza bom condição então dar oportunidade novo geração brasil melhorar além disso recurso investimento passar 4 ano construir casa área rural país diminuir grande quantidade migrante pequeno cidade região metropolitano ficar periferio região metropolitano investir habitação educação área rural investir estrada cuidar estrada cuidar saúde educação condição concluir creche aí concluír escola concluír portanto pec chegar bom hora forma algum irresponsabilidade fiscal sim responsabilidade social responsabilidade fiscal nada adiantar termo apenas responsabilidade fiscal termos responsabilidade social peço votar favor pec 32 apensar pec 24 cumprimentar deputado_elmar empoderar ainda legislativo_brasileiro sr_presidente
42,0,0.9995695948600769,ordem sr_alexandre_de_moraes empresário agronegócio milton_baldin prender polícia_federal aliás negar chamála partir hoje polícia_federal verdade preso milícia sr_alexandre_de_moraes tornar parte polícia_federal povo brasileiro noçãor parte polícia_federal sequer remeterse diretorgeral_da_polícia_federal ministro_da_justiça_e_segurança_pública ala polícia_federal obedecer ordem sr_alexandre_de_moraes agora prender sr_milton_baldin subo tribuna ler ensejar prisão cidadão brasileiro dirigir agronegócio pedir empresário der féria caminhoneiro vir protestar brasília chegar momento assim pedir cacs atirador arma legal atiradora hoje inclusive 900 mil atirador venham mostrar presença assim perdermos batalha achar acontecer gente dia 19 entregar arma aí perder mané defender propriedade família deus misericórdia nação brasileiro amém pergunto povo brasileiro ameaçar cidadão empresário milton_baldin alguém convocar cacs sobre ameaça eventual governo_lula juntamente suprema_corte impor novamente povo brasileiro lei_do_desarmamento acabar cacs acabar direito cidadão brasileiro autodefender uso arma devidamente registrar processo começar governo_bolsonaro verdade pedir união cacs brasília momento nenhum convocar cacs atirar algum protesto violento protesto violento quebra congresso_nacional adentrar câmara_federal protesto direitar protesto esquerdo costumar ninguém prender ninguém ninguém nada mst invadir câmara mst invadir congresso_nacional covardia somente sr_moraes revista ver semana publicar união_suprema fotor sr_moraes centro ladear todo ministro supremo corte enganamse achar guerra apenas contra déspota apenas contra ditador toga ação criminoso antirrepublicanas constituição_do_sr_moraes respaldo todo corte portanto luta contra ditador contra homem contra todo sistema levantar contra república invés proteger carta_magna invés proteger constituição_brasileira rasgaa tripudir sobre tripudiar sobre direito povo brasileiro protestar solidariedade sr_milton_baldin brasileiro vítima ditadura toga
73,0,0.9995371103286743,povo país subor tribuna dia após entregar relatório forças_armar tribunal_superior_eleitoral relatório mostrar nenhum evidência fraude urna eletrônico evidência qualquer movimento contrário resultado eleição legítimo democrático necessário portanto ainda dor perda sentimento eleição justo virar página esmorecer diante derrota grandeza parabenizar vencedor ressalvar todo crítica manter forma processo eleitoral conduzir honra cerrar fileira lado grande patriota conheci jair_messias_bolsonaro nunca conheci ninguém sério trato coisa público democrático humilde alguém dia ousar sonhar política limpo brasil corrupção cometer algum pecado começar guerra estratégia organização pequeno vencêla bolsonaro ousar falhar falhar entender rei temir palavra ação enérgico concreto viver mundo lobo apenas simplicidade pombo prudência astúcia serpente registro gratidão eterno capitão povo deixar legado despertar verdadeiro cidadania verdadeiro patriotismo capitão abrir olho male esquerdo causar nação povo anestesiar percebíamos bolsonaro deixar legado possível política garça pisar lama sujar porco meio parlamento tribuna várias comissões_deste_parlamento prometo seguir bom exemplo capitão prometar combater bom combate democrático nunca colocar caráter balcão negócio político muitas vez podre brasília resistirei continuar resistir firme fé oposição responsável inteligente respeitoso defesa soberania nacional contra cleptocracia sobrevivi 4 ano lado presidente_bolsonaro cargo privilégio novo governo_da_esquerda curvarei interesse deus abençoar presidente_bolsonaro deus abençoar eleger luiz_inácio_lula_da_silva dê sabedoria conduzir nação  parte far oposição quanto mau bom país bem conduzir todo oposição_e_situação ganharemos deus pátria família liberdade
49,0,0.9994016885757446,sr_presidente matéria jornalista lauro_jardim o_globo chamar atenção maioria ministério homem branco preocupar aliado lula impressionante distância lula lula distância lula prometer lula realmente entregar igual história picanha cervejinho agora carnezinha soja pastelzinho caju sumir churrasquinho lula assim lula aliado gostar minoria plataforma político dividir brasil gueto brasileiro negro lgbts mulher indígena porém revelar misógino revelar racista revelar transfóbico lula montar tipo governo caso assumir presidência sempre criticar lacrar lula ministro_negro governo montar lula onde preto defender lula ainda mulher ministério estratégico governo pretender presidente_bolsonaro tal extremista direita tereza_cristina_na_agriculturo damares flávia_arruda exemplo lula colocar lgbto mulher trans homem trans ministério_da_cultura homem trans ministro faça mulher trans ministra revolucionar lula  lula lula ah pt gostar tanto lacrar gostar governo completamente diferente máscara cair povo brasileiro ver coisa lula outro coisa lula coisa pt prometer outro coisa pt entregar luto brasil luto pátria infelizmente permitir através manobra supremo grande bandido históriar repúblico grande chefe quadrilha grande esquema corrupção mundo ascender novamente estaremos deputado_luiz_lima firme forte oposição ladrão
5,0,0.9993669986724854,sr_presidente_da_câmara deputado_arthur_liro votar hoje ainda possivelmente tarde hoje continuação emenda_constitucional 24 autoria deputada_luisa_canziani apensar pec 32 autoria senador_marcelo_castro vir lá senar pec permitir abrir dentro orçamento_da_união possibilidade pagar 600 real bolsa_família 150 real criança pouco 6 ano idade valorizar primeiro infância dar condição igual todo brasileiro futuro possamos sociedade bom cheque branco acreditar equívoco pec autorizar gastar acima teto 145 bilhão vinte pouco bilhão real aprovar onde alocar recurso reunião congresso_nacional aprovação comissão_mista_de_orçamento aprovação sessão conjunto câmara senar portanto desconhecimento ninguém aprovar limite excepcionalizar função ainda consequência covid conhecimento público orçamento público passar etapa primeiro comissão_mista_de_orçamento sessão plenário_do_congresso_nacional então analisar ver realmente utilizar pude conversar relator utilizar recurso possamos manutenção rodovia federal existir recurso dnit sequer tapar buraco rodovia recurso suficiente comprar medicamento subsidiar farmácia_popular portanto recurso político público alocar recurso longo último ano apenas recurso diminuar 2023 relação 2022 possibilitar recomposição ano arrecadação grande projetar 300 bilhão real portanto contra requerimento retirar pauta matéria
41,1,0.9997462630271912,bom dia bom dia colega parlamentar subor tribuna demais colega sobre tempo sombrio viver país claro ruptura rupturar deputado_cherini causar supremo_tribunal_federal dever órgão imparcial guardião constituição vir colega durante quase 4 ano ministro stf trabalhar claramente desestabilizar governo_federal prejudicar forma desenvolvimento país vir stf comportar grande oposição enfrentar presidente_bolsonaro interferir inúmero decisão competência demais usurpar atribuição executivo legislativo usurpar decisão importante provocar crise institucional piorar cada dia presenciar ministro supremo_tribunal_federal desrespeitar rasgar constituição mau diante tanto ação inconstitucional ato antidemocrático vinr stf presidentes_do_senar câmara nada frear tirania abuso cometir stf perguntar deputado_cherini silêncio dois casas_legislativas saber povo brasileiro ficar refém acordo favor bastidor milhar brasileiro hoje frente quartel brasil afora casa corresponder obrigação finger ver constituição desrespeitar rasgar stf dever justamente omissão submissão congresso_nacional stf fiz semana deputado_cherini pedido ministério_da_defesa cumpra papel garantir lei ordem país estabelecer harmonia colocar stf dever lugar motivo suficiente pedir socorro ministério_da_defês assistir fato jamais visto descondenação bandido deixar apto concorrer presidência_da_república vir constituição rasgar prisão parlamentar conforme constituição direito livre manifestação caso crime ato antidemocrático inconstitucional stf através censura meio comunicação bloqueio rede social parlamentar jornalista ato antidemocrático praticar stf mandar prender cidadão brasileiro bem direito garantir constituição_federal participar manifestação pacífico ato antidemocrático inconstitucional praticar stf bloquear conta empresa ato antidemocrático praticar stf obrigar imprensa omitir informação proibir jornalista bandido bandido ladrão ladrão ato antidemocrático inconstitucional praticar stf censurar imprensa ventilar regulação rede social ato antidemocrático imoral imoral ministro_do_stf vir congresso_nacional lobby interferir decisão casa impedir voto impresso clamor povo brasileiro perguntar deputado_joaquim_passarinho motivo tanto empenho barrar ferramenta dar transparência processo eleitoral motivo tanto empenho ministro stf população colocar dúvida resultado eleição ato imoral inconstitucional ministro stf tse eleição entrar claramente campanha forma parcial deputada_liziane_bayer tomar partido trabalhar favorecer candidato esquerda descondenar deixar apto concorrer presidência_do_brasil bandido condenar representar representar população brasileiro ontem decorrência ato antidemocrático dois outro parlamentar conta bloquear tirania dez parlamentar censurar prefeito_de_mato_grosso afastar devido ato antidemocrático segundo stf estado dois pecuarista conta bancário bloquear ato antidemocrático aspa parecer piada parecer piado vinda desrespeitar rasgar constituição_brasileira alguém tomar rédea acabar ação tirânico afronta cometer diariamente ministros_do_supremo_tribunal_federal rupturar fato algo concreto estado_democrático_de_direito acabar viver ditadura sob jugo supremo_tribunal_federal congresso_nacional através submisso omisso diante stf cumprir dever restar agora casa restar agora congresso_nacional desmoralização restar desmoralização pedir socorro ministério_da_defesa cumpra papel moderador garantir lei ordem restabelecer paz colocar tirano colocar stf dever lugar parabenizar povo brasileiro incansável luta democracia lutar país peçar pronunciamento veicular programa a_voz_do_brasil meio comunicação casa obrigar vivo liberdade chegar tirania
55,1,0.9993829131126404,povo_brasileiro brasil hoje enfrentar dois grande terrível problema afastar investidor país gerar emprego governo criar emprego iniciativa privado necessário investimento país investidor enfrentar dois grande problema sintir mar revolto investir brasil primeiro insegurança jurídico aumentar agora através ativismo judicial segundo irresponsabilidade fiscal sobre irresponsabilidade fiscal brasil hoje relação dívidapib cerca 80 governo corra risco cumprir compromisso conta público razão instituir 2017 teto gasto público modo buscar equilíbrio governo gastar governo arrecar síntese governo gastar arrecar problema eleição lula trazer volta receio gastança irresponsável equipe transição completamente inchar aumento número ministério politização novamente composição ministerial detrimento técnico prático abandonar governo bolsonaro aumento imposto pec transição pec demagogia rombo conta público contornar teto gasto 190 bilhão real contra auxílio_brasil 600 real claro favor aumento responsabilidade ministro_paulo_guede governo bolsonaro comprometer aumento valor auxílio_brasil 600 real estouro boiado conta público preço pagar sociedade razão político irresponsável pt saber inflação pouco consumo dívida cara pouco crescimento consequência desemprego aumento miséria casa responsabilidade permitir argentinizaçãoo economia responsabilidade frear irresponsabilidade pt manter conta público sadio país
90,1,0.9993793964385986,povo_brasileiro subor tribuna dirigir especial cristão brasil pois ataque partido_das_trevas começar antes tomar posse josé_genoino cabeça maligno pensante partido_das_treva entrevista diário_do_centro_do_mur diário esquerdista responder blogueiro kiko_nogueira perguntar achar dever approach esquerdo questão evangélico milhão extremadireitar aí outro blogueira sara_vivacqua genoino achar assim questão igrejo regular algum tipo restrição ver além trabalhar base problema vejam pt problema evangélico quinto território então cérebro maligno pensante pt josé_genoino tratar institucionalmente problema igreja evangélico problema pt agora habilidade continuar genoino evangélico colocar perseguidor igreja forma bem equilibrar continua_genoino começar evangélico começar exemplo mudar sistema tributário tributar igreja continuar reforma agrário aspa ar chegar terra chegar terra terra igreja evangélico colocar conjunto amplo senão evangélico perseguir igreja vir guerra santo pessoal maniqueísmo guerra santo portanto cuidado genoino continuar sobre projeto partido_das_treva contra igreja então prestar atenção parte 20 evangélico votar lula votar partido_das_trevas achar lula partido_das_treva poupar igreja agora lula paz amor vingança vir escolher lado lado conservadorismo pt lula saber calar igreja problema portanto dia igreja começar perseguir país votar lula l
89,1,0.9993603229522705,deputado_gilberto_nascimento presidir sessão momento parabenizo_vexa reeleição povo inteligente saber reeleger atuante vexo parabenizar colega reeleger cumprimento todo encontrar sr_presidente apenas ajustar tempo 3 minuto sr_presidente utilizar tribuna câmara_dos_deputar momento registrar anais_da_casa falecimento último sábado abdon_murad grande médico conselho regional medicina maranhão provedor santa_casa_de_misericórdia são_luí dois vez secretário_de_estado_da_saúde além vereador_da_nossa_capital são_luís pessoa maranhão inteiro oportunidade deus dar prezar amizade pessoa bondoso pessoa favor pessoa realmente seguir ensinamento deus basear cristianismo dedicar bom parte vida auxiliar saúde público através serviço santa_casa_de_misericórdia professor conceituar universidade_federal_do_maranhão dr_abdon morrer novo ainda 68 ano idade vítima câncer enfrentar bastante tempo registrar condolência todo família esperar deus conforte certeza perder grande homem grande maranhense grande brasileiro grande médico deus receber lado interceder todo possamos saúde bom serviço saúde público afinal conta secretário_da_saúde_do_maranhão belíssimo trabalho construção unidade saúde importante várias localidade sempre pessoa humilde querido deixar amigo admirador portanto registro anais_da_câmara_dos_deputar falecimento grande brasileiro grande maranhense grande médico grande cristão pessoa bom coração abdon_murad sr_presidente peçar vexa pronunciamento divulgar programa a_voz_do_brasil
53,1,0.99931401014328,sr_presidente povo brasileiro diante tentativa criminalizar povo brasileiro porta quartéis apelar democracia povo brasileiro apelar democracia porta quartéis perder esperança justiça perder esperança terreno povo porta quartéis clamar céu pedir socorro contra manipulação contra tirania justiça contra covardia estuprar constituição_federal achar deuse investir autoridade momentâneo venham criminalizar povo brasileiro criminoso investir autoridade toga ministro respeitar prometer jurar defender prestar solidariedade povo embora pertençar pl querar tribuna prestar solidariedade valdemar_costa_neto dentro lei dentro legalmente questionar averiguar perguntar tribunal_superior_eleitoral procedir pl verificar urna eletrônico auditável ora vez ministro_alexandre_de_moraes responder partido político dentro mandar lei resolver julgar condenar espantemse partido político ato precedente história brasileiro pagar 22 milhão real perguntar seguinte condenar pl pagar multa 22 milhão real agora bloquear 13 milhão real pl interessante mandar bloquear 22 milhão número pl bloqueiar 13 milhão número pt adriana_ventura mente psicopato mente sociopato pensar engenharia número brasil mal pior forças_armadas cumprir papel constitucional antes caos avolume nação
