doc_id,topic,probability,source_file,preprocess_agenda
15,0,0.998822033405304,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,essas afirmacoes nao ignoram o fato de que o mdb foi utilizado pelas massas para manifestar eleitoralmente seu repudio ao arbitrio tampouco pretendem ignorar a existencia entre seus quadros de politicos honestamente comprometidos com as lutas populares isso no entanto nao pode impedir e nao nos impede de apontar as limitacoes que o mdb partido de exclusiva atuacao parlamentar impoe as lutas populares por melhores condicoes de vida e por um regime democratico de verdadeira participacao popular o mdb por sua origem por sua ineficacia historica pelo carater de sua direcao por seu programa pro capitalista mas sobretudo por sua composicao social essencialmente contraditoria em que se congregam industriais e operarios fazendeiros e peoes comerciantes e comerciarios enfim classes sociais cujos interesses sao incompativeis e nas quais logicamente prevalecem em toda a linha os interesses dos patroes jamais podera ser reformado a proposta que levantam algumas liderancas populares de tomar de assalto o mdb e muito mais que insensata e fruto de uma velha e tragica ilusao quanto ao carater democratico de setores de nossas classes dominantes aglomerado de composicao altamente heterogenea e sob controle e direcao de elites liberais conservadoras o mdb tem se revelado num passado recente um conduto improprio para expressao dos reais interesses das massas exploradas brasileiras
22,0,0.9974831342697144,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,o pt entende tambem que se o regime autoritario for substituido por uma democracia formal e parlamentar fruto de um acordo entre elites dominantes que exclua a participacao organizada do povo como se deu entre 1945 e 1964 tal regime nascera debil e descomprometido com a resolucao dos problemas que afligem nosso povo e de pronto sera derrubado e substituido por novas formas autoritarias de dominacao tao comuns na historia brasileira por isso o pt proclama que a unica forca capaz de ser fiadora de uma democracia efetivamente estavel e a das massas exploradas do campo e das cidades
8,0,0.9869956374168396,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,o povo brasileiro esta pobre doente e nunca chegou a ter acesso as decisoes sobre os rumos do pais
14,0,0.8074518442153931,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,2
10,0,0.01911224238574505,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,1
20,1,0.7964220643043518,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,3
10,1,0.008061753585934639,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,1
14,1,0.008059735409915447,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,2
18,1,0.001940361107699573,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,rechacamos com veemencia tal argumento
34,1,0.0012364691356197,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,a comissao nacional provisoria de maio de 1979
18,2,0.9522949457168579,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,rechacamos com veemencia tal argumento
16,2,0.41925153136253357,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,esta na memoria dos trabalhadores a conduta vacilante de parcelas significativas de seus quadros quando da votacao da emenda accioly da lei antigreve e de outras medidas de interesse dos trabalhadores apegado a uma critica formalista e juridicista do regime autoritario o mdb tem se revelado impermeavel aos temas sociais e politicos que tocam de fato nos interesses das massas trabalhadoras
12,2,0.13048066198825836,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,o que significa estado de direito com salvaguardas
10,2,0.015454068779945374,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,1
14,2,0.015450199134647846,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,2
30,3,0.5294162631034851,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,o pt define se tambem como partido das massas populares unindo se ao lado dos operarios vanguarda de toda a populacao explorada todos os outros trabalhadores bancarios professores funcionarios publicos comerciarios boia frias profissionais liberais estudantes etc
10,3,0.009051051922142506,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,1
14,3,0.009048786014318466,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,2
20,3,0.009048272855579853,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,3
18,3,0.0021784724667668343,Carta-de-Princípios-do-Partido-dos-Trabalhadores_preprocess.csv,rechacamos com veemencia tal argumento
