doc_id,topic,probability,source_file,preprocess_agenda
394,0,0.9875478148460388,conteudo programatico mdb_preprocess.csv,https fundacaoulysses org br shis ql 12 conjunto 7 casa 17 brasilia df 129 128 fundacao ulysses guimaraes mdb
148,0,0.9875470399856567,conteudo programatico mdb_preprocess.csv,muitas acumulam deficits operacionais relevantes e carecem de metas claras metricas de desempenho e de planejamento estrategico efetivamente implementado
275,0,0.9868656396865845,conteudo programatico mdb_preprocess.csv,isso passa por priorizar acoes 91 90 fundacao ulysses guimaraes mdb deve ser implementado na formacao de professores
235,0,0.9861042499542236,conteudo programatico mdb_preprocess.csv,e cada vez mais frequente mais de duas as vezes tres ocupacoes diferentes enquanto prestadores de servico
374,0,0.9669621586799622,conteudo programatico mdb_preprocess.csv,119 118 fundacao ulysses guimaraes mdb 19
140,1,0.9995923042297363,conteudo programatico mdb_preprocess.csv,o pais tem papel crescente em temas estruturantes como seguranca alimentar mudancas climaticas transicao energetica e minerais criticos tematicas como meio ambiente e tecnologia alias despontam como fatores centrais de competitividade lideranca e influencia nas proximas decadas a qualidade da governanca interna e externa nesses dois campos sera decisiva nosso pais nossa causa caminhos para o brasil essa lideranca tambem deve envolver temas como seguranca meio ambiente e competitividade produtiva especialmente frente a crescente atuacao do mexico e de paises asiaticos nosso protagonismo regional deve ser exercido com base em uma politica externa proporcional a capacidade de influencia e poder do brasil isso inclui a legitima continuidade na postulacao por uma cadeira permanente no conselho de seguranca da onu e a adesao a ocde passo estrategico para ampliar investimentos redesenhar padroes regulatorios e aumentar o protagonismo brasileiro nos foruns economicos globais para que a politica externa brasileira continue pautada por seus principios seculares como multilateralismo cooperacao e defesa da paz mas tambem incorpore uma agenda mais complexa e estrategica e fundamental que o brasil atue com equilibrio e responsabilidade afastando se de arroubos ideologicos e priorizando posicionamentos de medio e longo prazo o protagonismo brasileiro nos organismos multilaterais dependera de sua capacidade de formular proposicoes e financiar iniciativas isso inclui reconhecer prioridades como a amazonia com sua biodiversidade papel climatico e relevancia nacional e global deve ser tratada como prioridade estrategica permanente para o desenvolvimento sustentavel do brasil a negociacao e exploracao de minerais estrategicos como os minerais raros devem estar ancoradas em criterios de sustentabilidade ambiental e geracao de valor agregado no territorio nacional o acordo comercial entre mercosul e uniao europeia de inegavel relevancia estrategica deve ser objeto de ampla discussao publica e analise criteriosa por parte do setor produtivo atualmente a asia esta consolidada como principal parceira comercial do brasil respondendo por mais da metade das transacoes internacionais do pais por isso buscar integracao logistica com o pacifico deve ser prioridade estrategica ao mesmo tempo investimentos em infraestrutura sao essenciais 45 44 fundacao ulysses guimaraes mdb para aumentar a competitividade brasileira e garantir conexao eficaz com os grandes mercados globais como americas asia e europa inclusive por meio do mercosul a politica externa nao deve ser monopolio da diplomacia e tambem responsabilidade do legislativo e se entrelaca com temas como cultura seguranca global defesa cooperacao militar e tecnologia nesse sentido a relacao com os brics ja evidencia uma necessidade de calibrar cuidadosamente a insercao brasileira no cenario internacional
288,1,0.9995841979980469,conteudo programatico mdb_preprocess.csv,caminhos para o brasil principais ideias e propostas politicas e iniciativas para execucao regulamentacao e estimulo ampliacao do ensino integral gestao escolar e metas mais assertivas intensificacao de esforcos para expandir a oferta de educacao integral com apoio financeiro e tecnico do governo federal a fim de cumprir a nova meta de alcancar 35 das matriculas em tempo integral ate 2030 para isso sera necessaria a revisao das metas do plano nacional de educacao pne permitindo que se avance progressivamente ate atingir a totalidade das matriculas da educacao basica em regime integral atendimento a requisitos minimos e especificos na oferta da educacao integral como carga horaria minima de sete horas diarias ou 35 horas semanais e a oferta de tres refeicoes nutritivas e balanceadas no ambiente escolar incentivos para a ampliacao do numero de professores com jornada de dedicacao exclusiva adequada ao ensino integral a oferta de tres refeicoes diarias no ensino fundamental deve ser estendida gradualmente a todas as escolas publicas brasileiras independentemente da modalidade de ensino ate 2035 apoio a plena implementacao do novo ensino medio em todo o brasil com os seus itinerarios formativos esforco para erradicacao do analfabetismo absoluto no brasil ate 2030 desenvolvimento e estimulo a implantacao da carreira de gestor escolar implantacao de indicadores finalisticos de gestao escolar com informacoes por unidade escolar em todo o pais 97 96 fundacao ulysses guimaraes mdb consideracao da inteligencia artificial nos modelos pedagogicos estabelecimento de diretrizes nacionais para o uso de inteligencia artificial ia na educacao em todos os niveis de ensino garantindo alinhamento etico pedagogico e tecnologico destinacao de recursos especificos para investimentos em infraestrutura conectividade e implementacao de bases curriculares e tecnologicas voltadas ao ensino e a aplicacao da ia nas escolas revisao e adequacao da formacao docente com foco na capacitacao tecnica e pedagogica para o uso consciente e inovador da ia tanto na pratica educativa quanto na gestao escolar promocao da alfabetizacao digital basica e da formacao critica voltada ao desenvolvimento de competencias digitais essenciais raciocinio logico pensamento computacional e preparacao para o trabalho e a inovacao elaboracao de um codigo de etica nacional para orientar o uso responsavel e seguro da ia na educacao com atencao a protecao de dados a transparencia dos algoritmos e a nao discriminacao inicio da implantacao estruturada de iniciativas baseadas em ia nas escolas tecnicas institutos federais e escolas do futuro como campo experimental de boas praticas e inovacao educacional
158,1,0.9995636343955994,conteudo programatico mdb_preprocess.csv,caminhos para o brasil 53 52 fundacao ulysses guimaraes mdb retomada do desenvolvimento causas mobilizadoras para a dinamizacao e modernizacao da economia e criacao de mais oportunidades e trabalho para todos os brasileiros eixo estruturante com maior impacto positivo 1 retomada do desenvolvimento 2 reducao das desigualdades 3 consolidacao da democracia nosso pais nossa causa caminhos para o brasil 6 responsabilidade fiscal como nucleo de um ambiente macroeconomico favoravel com inflacao baixa confianca de investidores e crescimento sustentado da economia prosperidade economica e desenvolvimento constituem responsabilidades publicas prioritarias especialmente diante da estagnacao prolongada que mantem o brasil na condicao de pais de renda media com crescimento aquem de seus pares globais por isso e dever inarredavel do estado brasileiro garantir um ambiente propicio ao investimento e ao desempenho das atividades economicas assegurando estabilidade prosperidade e relativa tranquilidade no cotidiano das familias essa condicao se consolida por meio de uma gestao macroeconomica responsavel alicercada em principios reconhecidos pelo mercado e pela comunidade economica nacional e internacional a conducao da politica macroeconomica esta diretamente conectada ao posicionamento politico da lideranca nacional e a sua postura nas relacoes internacionais 55 54 fundacao ulysses guimaraes mdb no plano interno essa politica deve se sustentar sobre cinco pilares indispensaveis e interdependentes aos quais se soma um fator externo determinante fatores internos a a responsabilidade fiscal e o cumprimento de metas fiscais que geram o urgente equilibrio fiscal e a contencao da divida publica b o controle inflacionario a partir de politica monetaria e fiscal responsavel e estrito cumprimento das metas de inflacao c o cambio livre e flutuante com reservas financeiras e um comercio exterior com superavit e em expansao d a elevacao do nivel de poupanca publica e investimento da economia formacao bruta de capital fixo que permita taxas de crescimento economico sustentadas e o ganho permanente de produtividade com estimulo aos setores mais dinamicos e eficientes e ao novo empreendedorismo que surge em todo o brasil avancos na produtividade do trabalho em razao de melhora na qualidade da educacao e adocao de tecnologia e inovacao fator externo f a credibilidade externa reflexo da credibilidade interna mas tambem de uma atuacao coerente e consistente no plano global e internacional ligada a uma maior proximidade com os melhores interesses comerciais e economicos e uma presenca efetiva nos foros globais
387,1,0.9995613098144531,conteudo programatico mdb_preprocess.csv,inovadores e foco na elevacao do padrao das moradias destinadas a habitacao de interesse social especialmente na faixa 1 do programa minha casa minha vida nesse contexto e essencial aumentar o sistema de habitacao subsidiada estendendo o tambem a classe media brasileira para isso propoe se a criacao de faixas de financiamento que considerem as diferentes realidades regionais contemplando familias com renda de ate 15 salarios minimos e permitindo a realizacao do sonho da casa propria de forma acessivel e sustentavel as grandes metropoles devem receber especial atencao nos mecanismos de financiamento e incentivos a partir das estruturas federais e da caixa no que diz respeito a recuperacao e revocacionamento de suas regioes centrais gerando produtividade para essas cidades reduzindo a necessidade de expansao de infraestrutura e deslocamentos melhorando a mobilidade humana e maximizando a infraestrutura ja existente nessas regioes urbanas a habitacao de qualidade permanece como um dos grandes desafios nacionais exigindo variacoes de solucao que envolvam novos modelos construtivos materiais nosso pais nossa causa caminhos para o brasil acoes devem contar com a articulacao e o apoio das esferas estadual e federal garantindo maior efetividade e cobertura nas regioes mais vulneraveis alem disso a preparacao para eventos climaticos extremos e a construcao de mecanismos de resiliencia urbana tornaram se medidas inadiaveis nas ultimas decadas as cidades brasileiras tem enfrentado um acumulo crescente de atribuicoes como habitacao mobilidade planejamento urbano saneamento infraestrutura saude e educacao as quais agora se somam os desafios da prevencao de desastres e da adaptacao as mudancas climaticas os planos diretores bem como os demais instrumentos oficiais de planejamento dos municipios precisam passar a contar obrigatoriamente com o item de prevencao de riscos alem de considerar a logica de mobilidade humana nas cidades o que implica por muitas vezes mudancas no codigo de obras zoneamento e na forma de executar e organizar a vida nas cidades diante disso e necessaria a ampliacao dos mecanismos de financiamento gestao e execucao de acoes de prevencao e resposta com uma proposta de alocacao de 60 dos recursos para a prevencao de riscos urbanos e 40 para medidas de mitigacao e emergencia essas as acoes de reciclagem consumo consciente e economia circular enquanto politica de estado devem permear a producao distribuicao e o espaco urbano ao reduzir emissoes residuos e poluicao
198,1,0.9995471239089966,conteudo programatico mdb_preprocess.csv,caminhos para o brasil semicondutores biotecnologia e farmacos assim como ocorre no complexo industrial da saude alcancar um maior grau de autonomia na producao de semicondutores e uma estrategia vital para o brasil e deve ser priorizada pelas politicas industriais e tecnologicas o pais precisa desenvolver um sistema mais eficiente de estimulo a producao nacional desses insumos altamente especializados com foco na criacao de um ambiente competitivo capaz de atrair investimentos e consolidar cadeias produtivas locais a lideranca brasileira como potencia agroalimentar passa tambem pelo dominio genetico e das patentes ligadas a agricultura tropical e o setor de farmacos tem potencial de abastecer a america do sul alem de utilizar se do poder de compra potencial do sus funcionando como alavanca para o fortalecimento da industria nacional e para a reducao da dependencia externa em areas estrategicas a presenca de vantagens comparativas como a ampla disponibilidade de agua essencial em diversas etapas da fabricacao de chips energia limpa e uma base cientifica respeitavel confere ao brasil um diferencial relevante contudo e necessario organizar esforcos entre governo setor produtivo instituicoes financeiras e centros de pesquisa para que a politica de semicondutores deixe de ser apenas um desejo e se converta em realidade esse movimento fortalecera a insercao do brasil em cadeias globais de alto valor agregado e ampliara sua soberania tecnologica 73 72 fundacao ulysses guimaraes mdb inteligencia artificial tecnologia da informacao e economia digital o espaco para a industria tradicional de alta produtividade a consolidacao do brasil como referencia global em inteligencia artificial tecnologia da informacao e economia criativa incluindo o setor de games depende diretamente do fortalecimento dos ecossistemas de inovacao ja existentes nos parques e polos tecnologicos espalhados pelo pais esses ambientes oferecem a infraestrutura e o dinamismo necessarios para manter talentos brasileiros altamente qualificados no territorio nacional ao mesmo tempo em que se tornam polos de atracao para nomades digitais e empreendedores globais com a reforma tributaria reducao das taxas de juros e spread bancario e uma atencao a um programa de reequipamento industrial e industria 4 0 o brasil tera plenas condicoes de fortalecer o seu setor industrial em um novo momento especialmente nas industrias vinculadas aos materiais em que o brasil e abundante e competitivo
