doc_id,topic,probability,source_file,preprocess_agenda
112,0,0.9989994764328003,programa_do_pl_preprocess.csv,observar desde ano 2013 brasil passar refundação relacionamento sociedade político político pois último povo delegar competência responsabilidade equacionar responder indagação necessário buscar manutenção paz social desde então prospecção conceito sentimento ajudar população compreender eleger ferramenta solução problema atípico sociedade brasileiro desaguar liberalismo conservadorismo povo brasileiro poder reascender essência verdadeiro sentimento outrora adormecir resgatar orgulho bandeira amor pátria valorização seio familiar fortalecimento liberdade individual econômico vertente cruo tutela raíz valor tradição materializar seio sociedade ideal defendir partido liberal fundador álvaro valle base fundamento construção preservação sociedade justo igualitário fraterno dentro de este contexto partido liberal sempre conectado todo mudança analisar olhar crítico criativo necessidade prioridades nação brasileiro acompanhar marcha social incorporar novo paradigma gênese fundação manter intacto essência partido garantir liberdade individual cada cidadão brasileiro respeitar direito constitucional alicerce democracia liberdade pensamento liberdade expressão programa partido liberal pl acreditar democracia instrumento ação pleno cidadania buscar bem comum manutenção sociedade livre plural participativa apresentar tema prioritário manutenção objetivo fundamental permanente brasil resguardar defender valor conservador sociedade brasileiro reafirmar crença vido liberdade todo vertente direito natural inalienável sociedade unidade orgânico comunidade homem político atividade essencial administração sociedade manutenção ordem moral
153,0,0.9970530271530151,programa_do_pl_preprocess.csv,turismo brasil país dimensão continental vasto litoral diverso ecossistema grande potencial turístico dever estimular explorar sustentavelmente turismo externo dever reconhecer fator fundamental aproximação povo cultura turismo interno dever compreender poderoso instrumento integração nacional imperativo incentivar âmbito nacional internacional destino produto turístico aprimoramento efetividade mecanismo financiamento voltar desenvolvimento regional nacional valer destacar necessidade consolidação ampliação investimento atividade turismo ambiental responsável etnoturismo ambos forma sustentável
154,0,0.9968000054359436,programa_do_pl_preprocess.csv,mulher partido liberal afiança necessidade implementação político voltar inserção mulher mercado trabalho bem buscar igualdade salário homem mulher desempenhar ocupação merecer destaque ação projeção econômico inclusão produtivo mulher aumento participação mulher parlamento direção partidário desenvolvimento ação combate feminicídio promoção assistência mulheres situação violêncio fazer necessário amparo mulher exercício integral maternidade desde concepção cuidado filho bem conciliação trabalho família
133,0,0.9961365461349487,programa_do_pl_preprocess.csv,dívida público partido liberal considerar fundamental planejamento gestão conta público fundamentar avaliação monitoramento estabelecimento meta prioridade relacionar grande problema nacional ação possibilitar sustentabilidade trajetória dívida público meio consolidação ajuste fiscal médio longo prazo permitir recuperação manutenção estabilidade econômico crescimento pib ressaltar ainda rigoroso necessidade respeitar regime meta inflação
108,0,0.9958801865577698,programa_do_pl_preprocess.csv,desafio surgir diuturnamente todo expressão campos poder exigir novo conceito estratégia liderança incorporar ideário partido poder fazer frente problema cada vez complexo pl claro necessidade construir sólido ponte todo seguimento sociedade objetivo estabelecer canal permanente conexão fornecer pronto resposta anseio preocupação necessidade outrora inexistente desconhecir
119,1,0.9974244236946106,programa_do_pl_preprocess.csv,inviolabilidade tribuna parlamentar dever assegurar aí inclua direito impunidade caso crime comum âmbito harmonio independência poder imperioso preservar poder legislar deter mandato popular fazer valer prerrogativa constitucional poder legislativo executivo judiciário dever independente interdependente eleição sufrágio livre secreto dever lei propiciar todo candidato garanter comunicação divulgação ideia conforme prever lei eleitoral observar disposição partidário processo eleitoral dever transparente auditável fim impedir qualquer possibilidade fraude manipulação federação autonomia plano político econômico dever assegurar
53,1,0.9969615936279297,programa_do_pl.clean_preprocess.csv,política externo partido liberal defender crescente interação eleição sufrágio livre secreto dever lei propiciar todo país defendir respeitar valor caro brasileiro encaixar candidato garanter comunicação divulgação ideia conforme prever ambiente democrático lei eleitoral observar disposição partidário processo eleitoral dever caber estado compreender aspecto economia dever ter transparente auditável fim impedir qualquer possibilidade fraude ciclo cadeia produtivo dominar internamente redução dependência manipulação
132,1,0.9953752160072327,programa_do_pl_preprocess.csv,partido liberal acreditar fortalecimento sistema propriedade industrial país fim fomentar patente marca cultivar desenho industrial software outro ver proteção propriedade intelectual defesa concorrência empreendedorismo partido liberal entender facilitação abertura novo empresa redução burocracia mecanismo contribuir pessoa conquistar autonomia independêncio financeiro
25,1,0.9953751564025879,programa_do_pl.clean_preprocess.csv,partido liberal acreditar fortalecimento sistema propriedade desde então prospecção conceito sentimento ajudar industrial país fim fomentar patente marca cultivar desenho industrial população compreender eleger ferramenta solução problema atípico software outro ver proteção propriedade intelectual defesa sociedade brasileiro desaguar liberalismo conservadorismo
140,1,0.9936346411705017,programa_do_pl_preprocess.csv,caber estado compreender aspecto economia dever ter ciclo cadeia produtivo dominar internamente redução dependência vulnerabilidade externo caso dependência fazer imprescindível identificar alternativa interno externo substituição eventualidade baixo oferta externo
91,2,0.9987673759460449,programa_do_pl.clean_preprocess.csv,envolver outro conceito vital cidadão trabalhar dedicar família buscar bom objeto contratação empresa especializar fornecimento país envolver outro questão estabilidade confianço justiço forma 5 250 000 cinco milhão duzentos cinquenta mil hora acesso software cidadão tratar igualdade perante todo crença inabalável service saas software serviço sistema gestão aprendizagem lms estado sociedade civil tratar todo acordo mérito esforço inglês learning management system incluir serviço gestão tecnológico partido liberal dever portanto debruçar em esse assunto especial atenção hospedagem suporte tecnológico manutenção corretivo evolutivo customização cidadão político público ampliar conceito dar especial atenção integração gestão operacional operação necessário oferta solução educacional promover fortalecer segurança jurídico promover segurança alimentar central ajudar migração solução educacional dado histórico solução alimentação saudável fortalecer segurança energético país fortalecer garantir atual novo atendimento capacitação potencial empreendedor segurança público cidadã fortalecer garantir segurança campo empreendedor microempreendedor individual empresário empresa micro conclusão pequeno porte colaborador parceiro sebrae todo sob demanda conforme partido liberal convicção programa buscar especificação anexo i edital
175,2,0.9976845383644104,programa_do_pl_preprocess.csv,5 2022 sebrae nacional objeto contratação empresa especializar fornecimento 5 250 000 cinco milhão duzentos cinquenta mil hora acesso software service saas software serviço sistema gestão aprendizagem lms inglês learning management system incluir serviço gestão tecnológico hospedagem suporte tecnológico manutenção corretivo evolutivo customização integração gestão operacional operação necessário oferta solução educacional central ajudar migração solução educacional dado histórico solução atual novo atendimento capacitação potencial empreendedor empreendedor microempreendedor individual empresário empresa micro pequeno porte colaborador parceiro sebrae todo sob demanda conforme especificação anexo i edital
144,2,0.997055172920227,programa_do_pl_preprocess.csv,diario oficial uniao seção 3 educação educação serviço essencial tanto promoção inclusão social qualidade vida pessoa desenvolvimento nação prioridade investimento ferramenta dever educação básico dar acesso grande número criança jovem outro aspecto fortalecimento educação profissional tecnológico educação alto forma aproximá las necessidade social regional mercado trabalho estimular ainda empreendedorismo inovador igualmente fortalecir estratégia programa voltar atração jovem situação risco social educacional processo educação formal qualificação trabalho
72,2,0.9950279593467712,programa_do_pl.clean_preprocess.csv,58 2022 diversos ecossistema grande potencial turístico dever estimular explorar sustentavelmente turismo externo dever reconhecer fator processo 811 2022 oc fundamental aproximação povo cultura turismo interno dever pregoeiro comissão permanente licitação sebrae sp tornar compreender poderoso instrumento integração nacional
172,2,0.9947609901428223,programa_do_pl_preprocess.csv,1 2022 processo 0819 2021 leilão público n 001 2022 sebrae sp tornar público disponível edital leilão público finalidade obter proposta alienação bem móvel considerar inservível sebrae sp conforme relação lote encerramento lote dia 17 01 2023
32,3,0.9989938139915466,programa_do_pl.clean_preprocess.csv,prioridade nação brasileiro acompanhar marcha social incorporar novo ressaltar ainda rigoroso necessidade respeitar regime meta paradigma gênese fundação manter intacto essência partido inflação garantir liberdade individual cada cidadão brasileiro respeitar infraestrutura nacional implementação obra infraestrutura direito constitucional alicerce democracia liberdade pensamento integração porto aeroporto estrada rodoviário vicinal ferrovia hidrovio liberdade expressão maneira estratégico coerente produção essencial diminuir programa chamar custo brasil permitir ampliar fortalecer processo desestatização concessão infraestrutura nacional liberar estado poder partido liberal pl acreditar democracia instrumento eficiente em aquilo vocação ação pleno cidadania buscar bem comum manutenção digitalização conectividade partido liberal entender sociedade livre plural participativa apresentar tema prioritário irrevogável necessidade implantação expansão novo tecnologia manutenção objetivo fundamental permanente brasil digitalização inovação melhorar tanto competitividade nacional resguardar defender valor conservador sociedade qualidade vida cidadão principalmente vulnerável brasileira reafirmar crença vido liberdade todo encontrar localidade remoto prosseguir modernização vertente direito natural inalienável sociedade unidade orgânico brasileiro comunidade homem político atividade essencial administração trabalho emprego dentre reforma estruturante fim garantir sociedade manutenção ordem moral emprego renda retomar crescimento econômico partido liberal defender vida liberdade liberdade tão importante quanto próprio vida
